event_id,title,date,venue,price,link,image_url
1998387956172,Hangout With June Butterfly 2026,"Hangout With June Butterfly 2026Sat, Sep 26 •  3:00 PMIbadan · Obasanmi Olakanpo StreetFrom $0.00Save this event: Hangout With June Butterfly 2026Share this event: Hangout With June Butterfly 2026","Sat, Sep 26 •  3:00 PM",Ibadan · Obasanmi Olakanpo Street,https://www.eventbrite.com/e/hangout-with-june-butterfly-2026-tickets-1998387956172,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191369914%2F2886019910421%2F1%2Foriginal.20260818-202014?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.486&fp-y=0.206&s=c1bd3f0ad127ba0027ba3351970e1321
1977017519621,"Investors Summit  Nigeria, 2026","Investors Summit  Nigeria, 2026Tue, Nov 10 •  9:00 AMAbuja · Abuja Continental HotelFrom $1,000.00Business Summit143 followersSave this event: Investors Summit  Nigeria, 2026Share this event: Investors Summit  Nigeria, 2026","Tue, Nov 10 •  9:00 AM",Abuja · Abuja Continental Hotel,https://www.eventbrite.ca/e/investors-summit-nigeria-2026-tickets-1977017519621,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191130391%2F1254259856483%2F1%2Foriginal.20260815-080230?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=3ac71906f38afd355926be9ecc2118c3
1996420390129,Females By Design,"Females By DesignSat, Oct 10 •  8:00 AMImo · Oguta, imo stateFrom $0.00Okoroafor Ifeoma J I12 followersSave this event: Females By DesignShare this event: Females By Design","Sat, Oct 10 •  8:00 AM","Imo · Oguta, imo state",https://www.eventbrite.ca/e/females-by-design-tickets-1996420390129,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191277470%2F311917258105%2F1%2Foriginal.20260817-200755?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.424&fp-y=0.59&s=d0d432a92934179fc902894730ee6252
520967165817,TOZALI - AFRICA FASHION & CULTURAL WEEK ABUJA,"TOZALI - AFRICA FASHION & CULTURAL WEEK ABUJAFri, Nov 27 •  5:00 PM  + 1 moreAbuja · Abuja Continental Hotel | 5 Star HotelFrom €37.39Africa Fashion Museum | Musee De la Mode Africaine2.6k followersSave this event: TOZALI - AFRICA FASHION & CULTURAL WEEK ABUJAShare this event: TOZALI - AFRICA FASHION & CULTURAL WEEK ABUJA","Fri, Nov 27 •  5:00 PM  + 1 more",Abuja · Abuja Continental Hotel | 5 Star Hotel,https://www.eventbrite.nl/e/tozali-africa-fashion-cultural-week-abuja-tickets-520967165817,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F452180949%2F66730779377%2F1%2Foriginal.20230222-171908?w=640&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C229%2C3840%2C1920&s=56c2e0d1d9a2f2c8507f5c4c84bfa081
1989675201087,The Retreat by Sabi Sweat 2026,"The Retreat by Sabi Sweat 2026Fri, Oct 9 •  12:00 AM  + 1 moreLagos · Lakowe Lakes Golf & Country EstateFrom £239.06Sabi Sweat81 followersSave this event: The Retreat by Sabi Sweat 2026Share this event: The Retreat by Sabi Sweat 2026","Fri, Oct 9 •  12:00 AM  + 1 more",Lagos · Lakowe Lakes Golf & Country Estate,https://www.eventbrite.com/e/the-retreat-by-sabi-sweat-2026-tickets-1989675201087,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184700238%2F2736150889811%2F1%2Foriginal.20260515-165531?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=1814ae88cc3b3c377704177b3dafc1cd
N/A,August LIVESTREAM Asset Protection & Wealth Creation Summit,Sales end soonAugust LIVESTREAM Asset Protection & Wealth Creation SummitTomorrow • 4:00 PM GMT+1FreeProtect Wealth Academy4.8k followersPromotedSave this event: August LIVESTREAM Asset Protection & Wealth Creation SummitShare this event: August LIVESTREAM Asset Protection & Wealth Creation SummitPromoted event actions,Sales end soon,Tomorrow • 4:00 PM GMT+1,https://www.eventbrite.com/e/august-livestream-asset-protection-wealth-creation-summit-registration-1994901366689,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F676137229%2F134046273304%2F1%2Foriginal.20240117-003944?h=230&w=460&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C127%2C1278%2C639&s=5fc949ece760625d5cd00486bbad6a0f
N/A,Mindful Inspiration Break (Loving Kindness),Sales end soonMindful Inspiration Break (Loving Kindness)Tomorrow • 9:30 PM GMT+1From $0.00Jen Jortner Cassidy42 followersPromotedSave this event: Mindful Inspiration Break (Loving Kindness)Share this event: Mindful Inspiration Break (Loving Kindness)Promoted event actions,Sales end soon,Tomorrow • 9:30 PM GMT+1,https://www.eventbrite.com/e/mindful-inspiration-break-loving-kindness-registration-1996520618916,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1190234778%2F1925703308623%2F1%2Foriginal.20260803-214852?crop=focalpoint&fit=crop&h=230&w=460&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.46&fp-y=0.149&s=3c8db669752cd1f309b44b95cab0409d
1989727474438,Selfie Sunday at Alali VI! : Things to do in Lagos Every Sunday,Selfie Sunday at Alali VI! : Things to do in Lagos Every SundayToday • 4:30 PM + 26 moreLagos · 32 Musa Yar' Adua StFrom $50.00Dani1.2k followersSave this event: Selfie Sunday at Alali VI! : Things to do in Lagos Every SundayShare this event: Selfie Sunday at Alali VI! : Things to do in Lagos Every Sunday,Today • 4:30 PM + 26 more,Lagos · 32 Musa Yar' Adua St,https://www.eventbrite.com/e/selfie-sunday-at-alali-vi-things-to-do-in-lagos-every-sunday-tickets-1989727474438,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F971489183%2F380767785573%2F1%2Foriginal.20250228-000652?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.547267793159&fp-y=0.73994810943&s=9ff688ff7c5e7239d9da0d2bcc736984
1995076763305,Leveling Up Vol. 1 A Creative Skills Masterclass by Cre8Kulture,"Leveling Up Vol. 1 A Creative Skills Masterclass by Cre8KultureFri, Sep 18 •  10:00 AMIbadan · VeritasFrameFrom $50.00Cre8Kulture - A Creative Community17 followersSave this event: Leveling Up Vol. 1 A Creative Skills Masterclass by Cre8KultureShare this event: Leveling Up Vol. 1 A Creative Skills Masterclass by Cre8Kulture","Fri, Sep 18 •  10:00 AM",Ibadan · VeritasFrame,https://www.eventbrite.com/e/leveling-up-vol-1-a-creative-skills-masterclass-by-cre8kulture-tickets-1995076763305,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1189540033%2F217515564780%2F1%2Foriginal.20260724-110823?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=1073a93522dbb7f641d682068f02e4bd
1998103668861,Sponsored Scholarship 2026,"Sponsored Scholarship 2026Mon, Sep 7 •  11:00 AMAbuja · MKK PLAZAFrom $37.05Save this event: Sponsored Scholarship 2026Share this event: Sponsored Scholarship 2026","Mon, Sep 7 •  11:00 AM",Abuja · MKK PLAZA,https://www.eventbrite.com/e/sponsored-scholarship-2026-tickets-1998103668861,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191143388%2F3010906655726%2F1%2Foriginal.20260815-155613?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=6c9e5e85618e01e3b9f9af55aaf1df17
1993255559034,Kano Business Intelligence Summit,"Kano Business Intelligence SummitSat, Sep 5 •  10:00 AMKano · Tahir Guest PalaceFrom $20.00Workerlink Consulting14 followersSave this event: Kano Business Intelligence SummitShare this event: Kano Business Intelligence Summit","Sat, Sep 5 •  10:00 AM",Kano · Tahir Guest Palace,https://www.eventbrite.com/e/kano-business-intelligence-summit-tickets-1993255559034,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188226622%2F3006588453431%2F1%2Foriginal.20260705-094243?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2d29cb15a12b1a4829180973c2948d09
1996363574191,Discover the Heart of Ibadan  One-Day Heritage & City Experience,"Discover the Heart of Ibadan  One-Day Heritage & City ExperienceSat, Sep 5 •  7:00 AMIbadan · Challenge bus terminalFrom $33.85Save this event: Discover the Heart of Ibadan  One-Day Heritage & City ExperienceShare this event: Discover the Heart of Ibadan  One-Day Heritage & City Experience","Sat, Sep 5 •  7:00 AM",Ibadan · Challenge bus terminal,https://www.eventbrite.com/e/discover-the-heart-of-ibadan-one-day-heritage-city-experience-tickets-1996363574191,N/A
1988913332317,AFRICAN MARKETING SUMMIT,"AFRICAN MARKETING SUMMITMon, Sep 14 •  10:00 AMLagos · Eko Hotel And SuitesFrom $215.26Save this event: AFRICAN MARKETING SUMMITShare this event: AFRICAN MARKETING SUMMIT","Mon, Sep 14 •  10:00 AM",Lagos · Eko Hotel And Suites,https://www.eventbrite.com/e/african-marketing-summit-tickets-1988913332317,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1183916518%2F1777859727533%2F1%2Foriginal.20260506-141018?w=320&auto=format%2Ccompress&q=75&sharp=10&s=0b2147bcd600d2fa66c8b08f79f6d5af
1995391956055,UNIVERSITY OF CALABA TALENT SHOW,"UNIVERSITY OF CALABA TALENT SHOWWed, Sep 9 •  12:00 PMCross River · University of CalabaFrom $10.00Save this event: UNIVERSITY OF CALABA TALENT SHOWShare this event: UNIVERSITY OF CALABA TALENT SHOW","Wed, Sep 9 •  12:00 PM",Cross River · University of Calaba,https://www.eventbrite.com/e/university-of-calaba-talent-show-tickets-1995391956055,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1189666896%2F3009221159266%2F1%2Foriginal.20260727-002640?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=bc90db9de7aefd9f8e2743dd0be8f1c1
1998771913599,ISO 14001 EMS LEAD AUDITOR TRAINING,"ISO 14001 EMS LEAD AUDITOR TRAININGMon, Sep 21 •  10:00 AM  + 2 moreLagos · Lagos, NigeriaFrom $321.96IEMA INSTITUTESave this event: ISO 14001 EMS LEAD AUDITOR TRAININGShare this event: ISO 14001 EMS LEAD AUDITOR TRAINING","Mon, Sep 21 •  10:00 AM  + 2 more","Lagos · Lagos, Nigeria",https://www.eventbrite.ca/e/iso-14001-ems-lead-auditor-training-tickets-1998771913599,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191763433%2F3011046880476%2F1%2Foriginal.20260824-151016?w=640&auto=format%2Ccompress&q=75&sharp=10&s=957fa3bc76e1b8fd9fbcb31dcd7de055
1997612786619,Abuja Business Clinic: Navigating Nigeria’s New Tax Landscape & Its Impact,"Abuja Business Clinic: Navigating Nigeria’s New Tax Landscape & Its ImpactWed, Sep 23 •  10:00 AMAbuja · Fraser SuitesFrom $276.08Save this event: Abuja Business Clinic: Navigating Nigeria’s New Tax Landscape & Its ImpactShare this event: Abuja Business Clinic: Navigating Nigeria’s New Tax Landscape & Its Impact","Wed, Sep 23 •  10:00 AM",Abuja · Fraser Suites,https://www.eventbrite.com/e/abuja-business-clinic-navigating-nigerias-new-tax-landscape-its-impact-tickets-1997612786619,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1190813928%2F3010534561170%2F1%2Foriginal.20260811-164354?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f28bfdef8c417f9ef5f1b30051dfb176
1997849785489,NBCC MEET THE GOVERNOR SERIES- GUEST SPEAKER- DR ALEX OTTI,"NBCC MEET THE GOVERNOR SERIES- GUEST SPEAKER- DR ALEX OTTIThu, Sep 10 •  10:00 AMLagos · Lekki Phase 1From $80.27Nigerian-British Chamber of Commerce18 followersSave this event: NBCC MEET THE GOVERNOR SERIES- GUEST SPEAKER- DR ALEX OTTIShare this event: NBCC MEET THE GOVERNOR SERIES- GUEST SPEAKER- DR ALEX OTTI","Thu, Sep 10 •  10:00 AM",Lagos · Lekki Phase 1,https://www.eventbrite.com/e/nbcc-meet-the-governor-series-guest-speaker-dr-alex-otti-tickets-1997849785489,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1190977021%2F227148197491%2F1%2Foriginal.20260813-133258?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.515&fp-y=0.043&s=ea9868048ee0f53182d8cccd7ea14324
1752180191119,Crème de la Crème by LUXAFRICA,"Crème de la Crème by LUXAFRICASun, Oct 4 •  2:00 PM  + 9 moreLagos · Zita Rooftop Pool/Lounge @ Vintano HotelFrom $74.00LUXAFRICA HUB LIMITEDSave this event: Crème de la Crème by LUXAFRICAShare this event: Crème de la Crème by LUXAFRICA","Sun, Oct 4 •  2:00 PM  + 9 more",Lagos · Zita Rooftop Pool/Lounge @ Vintano Hotel,https://www.eventbrite.com/e/creme-de-la-creme-by-luxafrica-tickets-1752180191119,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191661861%2F2926175666761%2F1%2Foriginal.20260822-163453?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.593&fp-y=0.808&s=0fdfeb5760bac7585b3457dc6cdb3e6e
1998671832253,No Plus Ones,"No Plus OnesSat, Sep 26 •  12:00 PMLagos · Lufasi nature parkFrom $15.00Save this event: No Plus OnesShare this event: No Plus Ones","Sat, Sep 26 •  12:00 PM",Lagos · Lufasi nature park,https://www.eventbrite.com/e/no-plus-ones-tickets-1998671832253,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191697935%2F3011633495235%2F1%2Foriginal.20260823-145037?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=355d03c5032717955b97cfdc86293b04
1998901077933,"We need help to use for my brother my brother is very sick since 5, years","We need help to use for my brother my brother is very sick since 5, yearsSun, Oct 4 •  10:00 AMLagos · NigeriaFrom $50,000.00Save this event: We need help to use for my brother my brother is very sick since 5, yearsShare this event: We need help to use for my brother my brother is very sick since 5, years","Sun, Oct 4 •  10:00 AM",Lagos · Nigeria,https://www.eventbrite.com/e/we-need-help-to-use-for-my-brother-my-brother-is-very-sick-since-5-years-tickets-1998901077933,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191861334%2F2730793760581%2F1%2Foriginal.20260825-154017?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5e05d9f4df0d5bf3c44bd1431fdb3703
1998226071972,QMS Auditor/Lead Auditor ISO 9001:2015,"QMS Auditor/Lead Auditor ISO 9001:2015Wednesday • 10:00 AM + 8 moreLagos · Lagos, NigeriaFrom $268.61IEMA INSTITUTESave this event: QMS Auditor/Lead Auditor ISO 9001:2015Share this event: QMS Auditor/Lead Auditor ISO 9001:2015",Wednesday • 10:00 AM + 8 more,"Lagos · Lagos, Nigeria",https://www.eventbrite.ca/e/qms-auditorlead-auditor-iso-90012015-tickets-1998226071972,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191247124%2F3011046880476%2F1%2Foriginal.20260817-145835?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=e7b39996c6fda1dee88e07cc7954079b
1997849000140,NBCC POWER SUMMIT,"NBCC POWER SUMMITThu, Sep 17 •  10:00 AMLagos · Lekki Phase 1From $18.38Nigerian-British Chamber of Commerce18 followersSave this event: NBCC POWER SUMMITShare this event: NBCC POWER SUMMIT","Thu, Sep 17 •  10:00 AM",Lagos · Lekki Phase 1,https://www.eventbrite.com/e/nbcc-power-summit-tickets-1997849000140,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1190976385%2F227148197491%2F1%2Foriginal.20260813-132239?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.201&fp-y=0.064&s=ce69004c64fc6ffb61d7754042018700
1997791224331,GreenRise AgriVentures Academy,"GreenRise AgriVentures AcademyThu, Oct 22 •  8:00 AMPlateau · JosFrom $79.74Save this event: GreenRise AgriVentures AcademyShare this event: GreenRise AgriVentures Academy","Thu, Oct 22 •  8:00 AM",Plateau · Jos,https://www.eventbrite.com/e/greenrise-agriventures-academy-tickets-1997791224331,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1190931519%2F3010655622710%2F1%2Foriginal.20260812-214202?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.497&fp-y=0.505&s=2e1a07b868aa281dcab2274c1052d001
1998169065464,5X More Dates with Expert Texting Strategies | Online Webinar,Sales end soon5X More Dates with Expert Texting Strategies | Online WebinarTomorrow • 11:00 AM GMT+1FreeCore Confidence Coaching472 followersPromotedSave this event: 5X More Dates with Expert Texting Strategies | Online WebinarShare this event: 5X More Dates with Expert Texting Strategies | Online WebinarPromoted event actions,Sales end soon,Tomorrow • 11:00 AM GMT+1,https://www.eventbrite.com.au/e/5x-more-dates-with-expert-texting-strategies-online-webinar-tickets-1998169065464,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191603525%2F323119814893%2F1%2Foriginal.20260821-160602?h=230&w=460&auto=format%2Ccompress&q=75&sharp=10&s=97087f0d307590209fce3af1ec19c054
1993499897858,Introductory Meditation with Upekkha and Vidyadhari,Sales end soonIntroductory Meditation with Upekkha and VidyadhariToday • 9:30 PM GMT+1FreePromotedSave this event: Introductory Meditation with Upekkha and VidyadhariShare this event: Introductory Meditation with Upekkha and VidyadhariPromoted event actions,Sales end soon,Today • 9:30 PM GMT+1,https://www.eventbrite.com/e/introductory-meditation-with-upekkha-and-vidyadhari-tickets-1993499897858,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175624181%2F2989418969500%2F1%2Foriginal.20260123-055511?crop=focalpoint&fit=crop&h=230&w=460&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.506&fp-y=0.792&s=34cbe16551f5d1d0ce11a58369462d53
1995574439869,How To Make Money Using AI,Going fastHow To Make Money Using AITomorrow • 11:00 PM GMT+1FreeSteps 4 Success1.2k followersPromotedSave this event: How To Make Money Using AIShare this event: How To Make Money Using AIPromoted event actions,Going fast,Tomorrow • 11:00 PM GMT+1,https://www.eventbrite.com/e/how-to-make-money-using-ai-tickets-1995574439869,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188238427%2F2887491046791%2F1%2Foriginal.20260705-171553?h=230&w=460&auto=format%2Ccompress&q=75&sharp=10&s=48d12b50c86faec8f2c1c7313405033d
1996365332450,Love Hangout,"Love HangoutFri, Sep 11 •  10:00 AMRivers · 6 Shedrack AveFrom $0.00Save this event: Love HangoutShare this event: Love Hangout","Fri, Sep 11 •  10:00 AM",Rivers · 6 Shedrack Ave,https://www.eventbrite.com/e/love-hangout-tickets-1996365332450,N/A
1992728189658,CHANGE MAKERS BALL,"CHANGE MAKERS BALLFri, Nov 6 •  5:00 PMAbuja · NAF Conference Centre and SuitesFrom $21.322 for 1 dealSave this event: CHANGE MAKERS BALLShare this event: CHANGE MAKERS BALL","Fri, Nov 6 •  5:00 PM",Abuja · NAF Conference Centre and Suites,https://www.eventbrite.ca/e/change-makers-ball-tickets-1992728189658,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1191844132%2F3006542009584%2F1%2Foriginal.20260825-120919?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.269&s=2ec75df246662e07591448705832a70d
